x,y,z,edm_best,type,geo_takis,spit,length,width,thickness,unit,edm_id,date,class
941.445,673.349,349.452,MF,MF,UA3c,2,6,NA,NA,941/673,17,2015-04-29,Fauna
941.804,673.399,349.41,MF,MF,UA3c,2,9,NA,NA,941/673,18,2015-04-29,Fauna
941.349,673.353,349.408,ZN,ZN,UA3c,2,9,NA,NA,941/673,19,2015-04-29,Fauna
941.838,673.59,349.374,MF,MF,UA3c,2,10,NA,NA,941/673,20,2015-04-30,Fauna
941.541,673.598,349.389,KN,KN,UA3c,2,12,NA,NA,941/673,21,2015-04-30,Fauna
941.659,673.781,349.378,KN,KN,UA3c,2,42,NA,NA,941/673,22,2015-05-01,Fauna
941.8344167101,673.7329334456,349.3808239937,SF,KN,UA3c,2,NA,NA,NA,941/673,23,2015-05-01,Fauna
941.315,673.335,349.237,KN,KN,UA3c,3,95,NA,NA,941/673,25,2015-05-04,Fauna
941.4537058987,673.9533359069,349.3260182938,SF,KN,UA3c,3,NA,NA,NA,941/673,26,2015-05-05,Fauna
941.2800574318,673.6965568766,349.2526455954,SF,MF,UA4,1,NA,NA,NA,941/673,29,2015-05-11,Fauna
941.516,673.437,349.196,KN,KN,UA4,2,20,11,10,941/673,31,2015-05-12,Fauna
941.4120349194,673.9385742028,349.2616083958,SF,KN,UA4,2,NA,NA,NA,941/673,32,2015-05-12,Fauna
941.53,673.122,349.112,KN,KN,UA4,3,NA,NA,NA,941/673,35,2015-06-01,Fauna
941.582795967,673.7973694036,349.1333395705,SF,KN,UA4,3,NA,NA,NA,941/673,37,2015-06-01,Fauna
941.0524854916,674.5720960452,350.370005866,SF,KN,UA2a,1,NA,NA,NA,941/674,2,2013-10-29,Fauna
941.7227948436,674.8488919032,349.9647416949,SF,KN,UA2b,1,NA,NA,NA,941/674,5,2013-10-31,Fauna
941.4726442935,674.7321748564,349.5273069402,SF,MF,UA3c,1,NA,NA,NA,941/674,11,2014-10-16,Fauna
941.9498569095,674.5075510105,349.6099206322,SF,KN,UA3c,1,NA,NA,NA,941/674,11,2014-10-16,Fauna
941.6758306837,674.4830692886,349.4604864206,SF,KN,UA3c,2,NA,NA,NA,941/674,13,2014-10-17,Fauna
941.5490963488,674.5577536161,349.4352634368,SF,MF,UA3c,3,NA,NA,NA,941/674,15,2014-10-20,Fauna
941.5023182322,674.5857344662,349.4186997745,SF,KN,UA3c,3,NA,NA,NA,941/674,15,2014-10-20,Fauna
941.2256084677,674.6350340212,349.3881445516,SF,MF,UA3c,4,NA,NA,NA,941/674,20,2014-10-27,Fauna
940.8966985929,674.0938853631,349.2199995298,SF,KN,UA4,1,NA,NA,NA,941/674,37,2015-05-11,Fauna
941.9681261796,675.7332274989,349.9703427743,SF,KN,UA2b,1,NA,NA,NA,941/675,5,2013-10-31,Fauna
941.8938890142,675.4197610117,349.7685473279,SF,KN,UA2b+UA3a,2,NA,NA,NA,941/675,9,2013-11-08,Fauna
941.6253070096,675.6041275567,349.7842252816,SF,KN,UA2b+UA3a,2,NA,NA,NA,941/675,9,2013-11-08,Fauna
941.6546996486,675.4135703395,349.6159264049,SF,KN,UA2b+UA3a,3,NA,NA,NA,941/675,13,2013-11-09,Fauna
941.932,675.359,349.615,KN,KN,UA2b+UA3a,NA,45,NA,NA,941/675,15,2013-11-17,Fauna
941.75,675.353,349.588,KN,KN,UA2b+UA3a,4,45,NA,NA,941/675,16,2013-11-17,Fauna
941.617,675.81,349.477,KN,KN,UA2b+UA3a,4,100,NA,NA,941/675,17,2013-11-17,Fauna
941.164,675.61,349.607,ZN,ZN,UA3c,1,15,NA,NA,941/675,20,2014-10-09,Fauna
941.122,675.562,349.539,KN,,UA3c,2,30,NA,NA,941/675,23,2014-10-10,Fauna
941.0062043373,675.9639435315,349.6187761442,SF,KN,UA3c,2,NA,NA,NA,941/675,24,2014-10-10,Fauna
941.25392927,675.9309478014,349.5627997521,SF,KN,UA3c,2,NA,NA,NA,941/675,24,2014-10-10,Fauna
941.2684036252,675.5609373918,349.5401171359,SF,KN,UA3c,3,NA,NA,NA,941/675,26,2014-10-14,Fauna
941.8622464678,675.8000357249,349.5141551509,SF,KN,UA3c,3,NA,NA,NA,941/675,26,2014-10-14,Fauna
941.6532482909,675.3630239218,349.5343698234,SF,MF,UA3c,3,NA,NA,NA,941/675,26,2014-10-14,Fauna
941.119,675.304,349.471,MF,ZN,UA3c,1,NA,NA,NA,941/675,30,2014-10-14,Fauna
941.2350408065,675.1639575527,349.5029301232,SF,KN,UA3c,2,NA,NA,NA,941/675,34,2014-10-15,Fauna
941.625,675.848,349.441,KN,KN,UA4,NA,NA,NA,NA,941/675,44,2014-11-02,Fauna
941.1652675787,675.1199284974,349.3328991454,SF,KN,UA4,2,NA,NA,NA,941/675,56,2014-11-04,Fauna
941.336,675.923,349.28,KN,KN,UA4,1,81,NA,NA,941/675,62,2015-05-05,Fauna
941.6896081634,676.5342164396,349.8087455419,SF,KN,UA2b+UA3a,2,NA,NA,NA,941/676,5,2013-10-31,Fauna
941.2181918949,676.397801475,349.6200843673,SF,KN,UA2b+UA3a,4,NA,NA,NA,941/676,8,2013-11-09,Fauna
941.784,676.246,349.413,KN,KN,UA2b+UA3a,5,35,NA,NA,941/676,10,2013-11-17,Fauna
941.3234893034,676.2643835447,349.438433821,SF,KN,UA2b+UA3a,5,NA,NA,NA,941/676,11,2013-11-17,Fauna
941.29,676.999,349.576,MF,MF,UA3c,1,20,NA,NA,941/676,14,2014-10-13,Fauna
941.181,676.365,349.539,KN,KN,UA3c,2,90,NA,NA,941/676,18,2014-10-14,Fauna
941.9108557567,676.503668303,349.5371867462,SF,KN,UA3c,2,NA,NA,NA,941/676,19,2014-10-15,Fauna
940.9835257027,676.7905929087,349.4659526623,SF,MF,UA3c,4,NA,NA,NA,941/676,25,2014-10-16,Fauna
941.8778985467,677.135321383,349.4990681832,SFPCN,KN,UA3c,NA,NA,NA,NA,941/676,27,2014-10-23,Fauna
941.9633360764,676.7277030809,349.5186924156,SFPCN,KN,UA3c,NA,NA,NA,NA,941/676,27,2014-10-23,Fauna
941.018,676.787,349.382,KN,KN,UA3c,5,40,NA,NA,941/676,30,2015-04-28,Fauna
941.514,676.748,349.381,ZN,ZN,UA3c,5,5,NA,NA,941/676,31,2015-04-29,Fauna
941.873,676.638,349.401,MF,MF,UA3c,5,10,NA,NA,941/676,32,2015-04-29,Fauna
941.844,676.495,349.388,MF,MF,UA3c,5,NA,NA,NA,941/676,33,2015-04-29,Fauna
941.438,676.132,349.401,MF,MF,UA3c,5,3,NA,NA,941/676,34,2015-04-29,Fauna
941.8352352537,676.8055837378,349.4206983895,SF,KN,UA3c,5,NA,NA,NA,941/676,35,2015-04-29,Fauna
941.527,676.836,349.297,KN,KN,UA3c,6,65,NA,NA,941/676,38,2015-04-30,Fauna
940.9998946959,676.4146380735,349.3696321043,SF,KN,UA3c,6,NA,NA,NA,941/676,39,2015-04-30,Fauna
941.5,676.618,349.295,KN,KN,UA3c,7,43,NA,NA,941/676,41,2015-05-01,Fauna
941.754,676.234,349.289,KN,KN,UA3c,7,30,NA,NA,941/676,42,2015-05-01,Fauna
941.457,676.509,349.287,MF,MF,UA3c,7,NA,NA,NA,941/676,43,2015-05-01,Fauna
941.677380475,676.5739045631,349.3402154282,SF,KN,UA3c,7,NA,NA,NA,941/676,44,2015-05-01,Fauna
941.353,676.642,349.273,KN,KN,UA4,1,28,NA,NA,941/676,47,2015-05-04,Fauna
941.306,676.65,349.26,KN,KN,UA4,1,22,NA,NA,941/676,48,2015-05-04,Fauna
941.0570600385,676.1169592565,349.2911782982,SF,KN,UA4,1,NA,NA,NA,941/676,49,2015-05-05,Fauna
941.252,676.676,349.202,KN,KN,UA4,2,38,NA,NA,941/676,51,2015-05-05,Fauna
941.445,676.363,349.209,ZN,ZN,UA4,2,17,NA,NA,941/676,52,2015-05-06,Fauna
941.991,676.529,349.333,KN,KN,UA3c,2,80,22,10,941/676,54,2015-05-18,Fauna
941.592,677.472,349.786,MF,MF,UA3b,2,30,NA,NA,941/677,15,2014-10-08,Fauna
941.545,677.696,349.686,KN,KN,UA3c,2,35,NA,NA,941/677,24,2014-10-09,Fauna
941.546,677.695,349.686,MF,MF,UA3c,2,8,NA,NA,941/677,25,2014-10-09,Fauna
941.3615466316,677.2008543278,349.7323011343,SF,KN,UA3c,2,NA,NA,NA,941/677,26,2014-10-09,Fauna
941.8912729117,677.3579581623,349.6923699034,SF,KN,UA3c,2,NA,NA,NA,941/677,26,2014-10-09,Fauna
941.8504552249,677.8033987729,349.6903966723,SF,MF,UA3c,2,NA,NA,NA,941/677,26,2014-10-09,Fauna
941.1036392429,677.1969418494,349.7125327509,SF,KN,UA3c,2,NA,NA,NA,941/677,26,2014-10-09,Fauna
941.476,677.643,349.621,KN,KN,UA3c,3,50,NA,NA,941/677,29,2014-10-10,Fauna
941.7038691542,677.1048964,349.6763422983,SF,MF,UA3c,3,NA,NA,NA,941/677,32,2014-10-14,Fauna
941.3033689652,677.2573034986,349.6197172454,SF,KN,UA3c,3,NA,NA,NA,941/677,32,2014-10-14,Fauna
941.584612303,677.1706006356,349.6136095766,SF,KN,UA3c,3,NA,NA,NA,941/677,32,2014-10-14,Fauna
941.0379904713,677.7719890765,349.5772371915,SF,KN,UA3c,1,NA,NA,NA,941/677,38,2015-05-13,Fauna
941.118,677.942,349.511,KN,KN,UA3c,2,65,NA,NA,941/677,41,2015-05-14,Fauna
941.118,677.942,349.511,KN,ZN,UA3c,2,65,NA,NA,941/677,41,2015-05-14,Fauna
941.813304811,677.8882819001,349.4828468507,SF,KN,UA3c,2,NA,NA,NA,941/677,42,2015-05-14,Fauna
941.6383554474,677.0019054267,349.4420445968,SF,KN,UA3c,2,NA,NA,NA,941/677,42,2015-05-14,Fauna
941.7664344896,677.0620259719,349.4297330107,SF,KN,UA3c,3,NA,NA,NA,941/677,44,2015-05-15,Fauna
941.8407434837,677.8706268049,349.3035244775,SF,KN,UA3c,4,NA,NA,NA,941/677,48,2015-05-20,Fauna
941.5104467549,677.478910439,349.2752586066,SF,KN,UA3c,4,NA,NA,NA,941/677,48,2015-05-20,Fauna
941.1781266536,677.5651246829,349.3235932857,SF,KN,UA3c,4,NA,NA,NA,941/677,48,2015-05-20,Fauna
942.0475386387,677.9022896486,349.3322594776,SF,MF,UA3c,4,NA,NA,NA,941/677,48,2015-05-20,Fauna
941.647,677.866,349.165,ZN,ZN,UA4,1,25,5,NA,941/677,50,2015-05-22,Fauna
941.087,677.583,349.203,ZN,ZN,UA4,1,16,5,NA,941/677,51,2015-05-22,Fauna
941.0656189032,677.5781828835,349.2662404416,SF,MF,UA4,1,NA,NA,NA,941/677,52,2015-05-22,Fauna
941.6212685174,677.9762421431,349.1950448913,SF,KN,UA4,1,NA,NA,NA,941/677,52,2015-05-22,Fauna
941.8467604302,672.1968296656,349.6050267352,SF,KN,UA3b,1,NA,NA,NA,942/672,9,2014-10-09,Fauna
942.4466642009,672.0129953617,349.5577530765,SF,KN,UA2b+UA3a,6,NA,NA,NA,942/672,13,2014-10-09,Fauna
942.2785482139,672.3907967731,349.535396393,SF,KN,UA3c,2,NA,NA,NA,942/672,18,2014-10-22,Fauna
942.0150354952,672.9082484664,349.4577790417,SF,KN,UA3c,3,NA,NA,NA,942/672,20,2014-10-22,Fauna
942.2561333348,673.7323407869,349.3904239546,SF,KN,UA3c,3,NA,NA,NA,942/673,19,2014-10-27,Fauna
942.6215495144,673.5287797234,349.2764329479,SF,KN,UA3c,4,NA,NA,NA,942/673,22,2014-10-30,Fauna
941.9287724994,674.3010760862,349.2523585996,SF,KN,UA4,1,NA,NA,NA,942/673,25,2014-10-31,Fauna
942.264,673.805,349.091,KN,KN,UA4,3,NA,NA,NA,942/673,37,2015-06-03,Fauna
942.681,673.871,348.982,KN,KN,UA4,4,NA,NA,NA,942/673,42,2015-06-05,Fauna
941.924358442,674.1790908826,349.7906087182,SF,KN,UA2b+UA3a,2,NA,NA,NA,942/674,7,2013-11-09,Fauna
942.6682614619,674.2531079759,349.7291949706,SF,KN,UA2b+UA3a,4,NA,NA,NA,942/674,11,2014-10-07,Fauna
941.933268177,674.4166895228,349.5727055556,SF,KN,UA3c,3,NA,NA,NA,942/674,19,2014-10-08,Fauna
942.066,674.055,349.472,KN,KN,UA3c,1,80,NA,NA,942/674,21,2014-10-09,Fauna
942.075,674.559,349.357,MF,MF,UA3c,3,NA,NA,NA,942/674,27,2014-10-10,Fauna
942.691,674.159,349.338,MF,KN,UA3c,3,NA,NA,NA,942/674,28,2014-10-10,Fauna
942.624,674.403,349.293,MF,KN,UA3c,1,NA,NA,NA,942/674,31,2014-10-14,Fauna
942.3348935119,674.8702683936,349.3534800063,SF,MF,UA3c,1,NA,NA,NA,942/674,33,2014-10-14,Fauna
942.506,674.519,349.247,KN,KN,UA3c,2,25,NA,NA,942/674,35,2014-10-15,Fauna
942.6868974493,674.666960029,349.3067782942,SF,KN,UA3c,2,NA,NA,NA,942/674,37,2014-10-15,Fauna
942.1623469738,674.4181138378,349.1827760691,SF,KN,UA4,1,NA,NA,NA,942/674,47,2014-10-23,Fauna
942.6125439403,674.4543531149,349.1634070378,SF,KN,UA4,1,NA,NA,NA,942/674,47,2014-10-23,Fauna
942.7248086635,674.6526112442,349.1426197276,SF,KN,UA4,2,NA,NA,NA,942/674,53,2014-11-04,Fauna
941.9245198928,674.5936906682,349.0364208401,SF,KN,UA4,3,NA,NA,NA,942/674,57,2015-06-02,Fauna
942.7692838257,675.4882227373,349.8207058002,SF,KN,UA2b+UA3a,1,NA,NA,NA,942/675,8,2013-11-08,Fauna
942.5709463138,675.277487745,349.7084713784,SF,KN,UA2b+UA3a,2,NA,NA,NA,942/675,12,2013-11-09,Fauna
942.1432893786,676.0944713657,349.9512702373,SF,KN,UA2b,1,NA,NA,NA,942/676,4,2013-10-30,Fauna
942.768,676.724,349.642,KN,KN,UA2b+UA3a,2,60,NA,NA,942/676,10,2013-11-08,Fauna
942.3218101147,675.9936392028,349.3301332985,SF,KN,UA2b+UA3a,4,NA,NA,NA,942/676,14,2013-11-17,Fauna
942.6800881818,676.7142360199,349.324172463,SF,KN,UA2b+UA3a,4,NA,NA,NA,942/676,14,2013-11-17,Fauna
942.3994099521,677.1594817311,349.4750060609,SF,KN,UA3c,1,NA,NA,NA,942/676,23,2015-05-15,Fauna
943.0383335554,676.3604812769,349.3454168617,SF,KN,UA3c,2,NA,NA,NA,942/676,25,2015-05-18,Fauna
942.9901866826,677.1751817768,349.3358608632,SF,MF,UA3c,2,NA,NA,NA,942/676,25,2015-05-18,Fauna
942.998,676.567,349.311,MF,MF,UA3c,3,NA,NA,NA,942/676,29,2016-03-31,Fauna
942.0280362258,676.0916779373,349.1915979161,SF,KN,UA4,1,NA,NA,NA,942/676,32,2016-04-01,Fauna
942.336,677.378,350.417,KN,KN,UA2a,1,70,NA,NA,942/677,4,2014-10-02,Fauna
942.0965129779,677.6923913204,350.4790577777,SF,KN,UA2a,1,NA,NA,NA,942/677,5,2014-10-02,Fauna
942.7307730173,677.866457137,349.6169966568,SF,KN,UA3c,3,NA,NA,NA,942/677,37,2015-05-12,Fauna
942.5352574287,677.9546004494,349.4857017454,SF,KN,UA3c,1,NA,NA,NA,942/677,44,2015-05-14,Fauna
942.951,677.673,349.507,KN,KN,UA3c,1,27,18,16,942/677,46,2015-05-14,Fauna
942.7175420551,677.7992852839,349.4554226151,SF,KN,UA3c,2,NA,NA,NA,942/677,50,2016-03-23,Fauna
942.9854716008,677.8527261668,349.1970794265,SF,KN,UA3c,4,NA,NA,NA,942/677,57,2016-03-30,Fauna
942.3260268835,677.3080611528,349.1701010827,SF,KN,UA4,1,NA,NA,NA,942/677,60,2016-04-02,Fauna
942.856,679.386,349.477,KN,ZN,UA2b+UA3a,NA,45,NA,NA,942/679,1,2014-10-06,Fauna
942.865,679.437,349.708,KN,KN,UA2b+UA3a,NA,20,NA,NA,942/679,2,2014-10-06,Fauna
