x,y,z,edm_best,type,geo_takis,spit,length,width,thickness,unit,edm_id,date,class
934.9096547015,605.9370650423,350.2376066797,SFB,debris,UB4c,4,NA,NA,NA,934/605,13,2014-10-21,Lithic
934.7976400949,605.8093988566,350.2441325482,SFB,debris,UB4c,4,NA,NA,NA,934/605,13,2014-10-21,Lithic
934.9498146537,605.6089093998,350.2260260421,SFB,debris,UB4c,4,NA,NA,NA,934/605,13,2014-10-21,Lithic
935.0049000881,605.5418178165,350.2086425966,SFB,debris,UB4c,4,NA,NA,NA,934/605,13,2014-10-21,Lithic
934.8800445844,605.9279662671,350.2233035392,SFB,debris,UB4c,4,NA,NA,NA,934/605,13,2014-10-21,Lithic
934.1420456381,605.1100463835,350.3360068943,SFC,debris,UB4c,4,NA,NA,NA,934/605,14,2014-10-21,Lithic
934.4419435574,605.3607194603,350.3334755466,SFC,debris,UB4c,4,NA,NA,NA,934/605,14,2014-10-21,Lithic
934.5467646603,605.1102015095,350.2794185765,SFD,debitage,UB4c,4,NA,NA,NA,934/605,15,2014-10-21,Lithic
934.5817010427,605.5099778432,350.2589378638,SFD,debris,UB4c,4,NA,NA,NA,934/605,15,2014-10-21,Lithic
934.8885292848,605.468461502,350.2849328204,SFD,debris,UB4c,4,NA,NA,NA,934/605,15,2014-10-21,Lithic
934.9895810902,605.2056085989,350.2888382005,SFD,debris,UB4c,4,NA,NA,NA,934/605,15,2014-10-21,Lithic
934.7121819797,605.2587338287,350.4156441521,SF,debitage,UB4c,4,NA,NA,NA,934/605,17,2014-10-24,Lithic
934.0779513308,605.7064104511,350.2813621429,SFA,debris,UB5a,3,NA,NA,NA,934/605,21,2014-10-31,Lithic
934.517,605.647,350.228,LI,tool,UB5a,3,NA,NA,NA,934/605,22,2014-10-31,Lithic
934.7733439286,605.3877177061,350.263553934,SFD,debris,UB4c,5,NA,NA,NA,934/605,25,2014-10-31,Lithic
934.715905696,605.1779049723,350.2259115069,SFD,debitage,UB4c,5,NA,NA,NA,934/605,25,2014-10-31,Lithic
934.6444133532,605.0895512914,350.2308145701,SFD,debris,UB4c,5,NA,NA,NA,934/605,25,2014-10-31,Lithic
934.3532148432,604.9663181029,350.2363482355,SFC,debris,UB4c,5,NA,NA,NA,934/605,26,2014-10-31,Lithic
934.7383150087,605.2197627644,350.2769877347,SFC,debris,UB4c,5,NA,NA,NA,934/605,26,2014-10-31,Lithic
934.8700285504,605.8359051451,350.2080814862,SFB,debris,UB5a,4,NA,NA,NA,934/605,32,2014-11-03,Lithic
934.618,606.236,350.302,LI,core,UB4c,2,25,NA,NA,934/606,8,2013-11-13,Lithic
934.7382233737,606.6500864234,350.2676557446,SF,debris,UB4c,2,NA,NA,NA,934/606,11,2013-11-14,Lithic
934.5916638602,606.7460457973,350.2721370869,SF,debris,UB4c,2,NA,NA,NA,934/606,11,2013-11-14,Lithic
934.3955505353,606.6173005104,350.2620393473,SF,debris,UB4c,2,NA,NA,NA,934/606,11,2013-11-14,Lithic
934.5812940737,606.688952094,350.2413337611,SF,debris,UB4c,3,NA,NA,NA,934/606,15,2013-11-15,Lithic
934.2455311888,606.718369571,350.2132070535,SF,debris,UB4c,3,NA,NA,NA,934/606,15,2013-11-15,Lithic
934.833,606.481,350.13,LI,debitage,UB4c,3,NA,NA,NA,934/606,18,2013-11-16,Lithic
934.7821480269,606.7750663722,350.2079269576,SF,debris,,NA,NA,NA,NA,934/606,22,2014-10-01,Lithic
934.999,607.448,350.38,LI,debitage,UB4c,NA,NA,NA,NA,934/607,1,2013-11-15,Lithic
934.5468330409,610.0047431128,350.2965916262,SF,debris,UB4c,3,NA,NA,NA,934/609,27,2014-10-31,Lithic
934.5101929207,609.7434844688,350.2555755838,SF,debris,UB4c,3,NA,NA,NA,934/609,27,2014-10-31,Lithic
934.641940223,609.6848328941,350.2672833178,SF,debris,UB4c,3,NA,NA,NA,934/609,27,2014-10-31,Lithic
934.4100175431,609.5402690826,350.263043829,SF,debris,UB4c,3,NA,NA,NA,934/609,27,2014-10-31,Lithic
934.6871895779,609.7432771795,350.2074889278,SF,debris,UB4c,4,NA,NA,NA,934/609,29,2014-11-03,Lithic
934.762,609.614,350.17,LI,debitage,UB4c,5,NA,NA,NA,934/609,32,2014-11-04,Lithic
934.622,610.051,350.344,LI,tool,UB4c,3,NA,NA,NA,934/610,46,2014-10-30,Lithic
934.6513534944,610.4415617884,350.3389821839,SF,debris,UB5a,1,NA,NA,NA,934/610,52,2014-11-01,Lithic
934.664368813,610.5359292125,350.2994657686,SF,debris,UB5a,1,NA,NA,NA,934/610,52,2014-11-01,Lithic
934.641477727,610.4054547995,350.1911207209,SF,debris,UB5a,2,NA,NA,NA,934/610,60,2014-11-03,Lithic
934.5498828461,610.5280710612,350.1825035198,SF,debris,UB5a,2,NA,NA,NA,934/610,60,2014-11-03,Lithic
934.4907427566,610.3960306634,350.2114537752,SF,debris,UB5a,2,NA,NA,NA,934/610,60,2014-11-03,Lithic
934.4721806421,610.5627786108,350.2161886521,SF,debris,UB5a,2,NA,NA,NA,934/610,60,2014-11-03,Lithic
935.357,591.607,350.471,LI,debris,UB4a/b,NA,NA,NA,NA,935/591,1,2014-10-28,Lithic
935.86,593.163,350.375,LI,tool,UB4a/b,NA,NA,NA,NA,935/593,1,2014-10-07,Lithic
935.653,599.794,350.441,LI,debris,,NA,NA,NA,NA,935/599,1,2014-10-10,Lithic
935.585,602.817,350.496,LI,debris,UB4c,NA,NA,NA,NA,935/602,2,2014-10-07,Lithic
935.58,602.86,350.476,LI,debris,UB4c,NA,NA,NA,NA,935/602,3,2014-10-08,Lithic
935.4520443283,602.5567666529,350.5527493695,SF,debitage,UB4c,NA,NA,NA,NA,935/602,4,2014-10-15,Lithic
935.317,602.844,350.501,LI,tool,UB4c,2,NA,NA,NA,935/602,12,2015-04-29,Lithic
935.3936820168,602.7684292481,350.5075656741,SFA,debris,UB4c,2,NA,NA,NA,935/602,13,2015-04-29,Lithic
935.0633598612,602.5045339569,350.5253478059,SFC,debris,UB4c,2,NA,NA,NA,935/602,14,2015-04-29,Lithic
935.8812157644,602.4250550764,350.4684168039,SFD,debris,UB4c,3,NA,NA,NA,935/602,21,2015-04-30,Lithic
935.3173782453,602.3492753397,350.4127746935,SFC,debris,UB4c,4,NA,NA,NA,935/602,28,2015-04-30,Lithic
935.3372057183,602.2684693469,350.4357471421,SFC,debris,UB4c,4,NA,NA,NA,935/602,28,2015-04-30,Lithic
935.528580627,602.2790698598,350.4390531053,SFC,debris,UB4c,4,NA,NA,NA,935/602,28,2015-04-30,Lithic
935.302,602.805,350.397,LI,debris,UB4c,5,NA,NA,NA,935/602,31,2015-05-01,Lithic
935.065,602.767,350.394,LI,debris,UB4c,5,NA,NA,NA,935/602,32,2015-05-04,Lithic
935.061,602.736,350.392,LI,debris,UB4c,5,NA,NA,NA,935/602,33,2015-05-04,Lithic
935.449,602.533,350.346,LI,tool,UB4c,5,NA,NA,NA,935/602,34,2015-05-04,Lithic
935.7332703785,602.7582500511,350.4004043154,SFB,debris,UB4c,5,NA,NA,NA,935/602,36,2015-05-04,Lithic
935.418342243,602.3861878501,350.3924671214,SFC,debris,UB4c,5,NA,NA,NA,935/602,38,2015-05-04,Lithic
935.3158806666,602.1400960894,350.393296924,SFC,debris,UB4c,5,NA,NA,NA,935/602,38,2015-05-04,Lithic
935.6334357577,602.5959212081,350.1841645574,SF,debris,UB4c,5,NA,NA,NA,935/602,39,2015-05-04,Lithic
935.0696377097,602.7101182183,350.3701473447,SFA,debris,UB4c,6,NA,NA,NA,935/602,42,2015-05-05,Lithic
935.519,602.915,350.336,LI,tool,UB4c,6,NA,NA,NA,935/602,43,2015-05-05,Lithic
935.382,602.481,350.324,LI,debris,UB4c,6,NA,NA,NA,935/602,46,2015-05-05,Lithic
935.071,602.683,350.314,LI,tool,UB4c,7,NA,NA,NA,935/602,49,2015-05-05,Lithic
935.046,602.423,350.288,LI,debitage,UB4c,7,NA,NA,NA,935/602,53,2015-05-06,Lithic
934.8608017941,602.9746109122,350.2943842864,SFA,debris,UB4c,8,NA,NA,NA,935/602,56,2015-05-06,Lithic
935.1698643919,603.0822371923,350.2731011079,SFA,debris,UB4c,8,NA,NA,NA,935/602,56,2015-05-06,Lithic
935.158,602.135,350.262,LI,debitage,UB4c,9,NA,NA,NA,935/602,61,2015-05-07,Lithic
935.416,602.965,350.235,LI,core,UB4c,10,NA,NA,NA,935/602,64,2015-05-07,Lithic
935.486,602.923,350.237,LI,debris,UB4c,10,NA,NA,NA,935/602,65,2015-05-07,Lithic
935.3067279284,602.8578092635,350.2552973767,SFA,debris,UB4c,10,NA,NA,NA,935/602,66,2015-05-07,Lithic
935.2840068118,602.964521287,350.2251702616,SFA,debris,UB4c,10,NA,NA,NA,935/602,66,2015-05-07,Lithic
935.3520304041,602.8241492175,350.2645764362,SFA,debris,UB4c,10,NA,NA,NA,935/602,66,2015-05-07,Lithic
935.2671052827,603.0475694899,350.2328220768,SFA,debris,UB4c,10,NA,NA,NA,935/602,66,2015-05-07,Lithic
935.1377165332,602.8901446328,350.2359990839,SFA,debris,UB4c,10,NA,NA,NA,935/602,66,2015-05-07,Lithic
935.2581636088,602.6647654498,350.2605251796,SFA,debris,UB4c,10,NA,NA,NA,935/602,66,2015-05-07,Lithic
935.3138779327,602.9443482309,350.2528033923,SFA,debris,UB4c,10,NA,NA,NA,935/602,66,2015-05-07,Lithic
935.8440776342,602.2615116736,350.1623897404,SFD,debris,UB4c,11,NA,NA,NA,935/602,74,2015-05-11,Lithic
935.7969864112,602.4705919926,350.1491245067,SFD,debris,UB4c,11,NA,NA,NA,935/602,74,2015-05-11,Lithic
935.5371334796,602.1386996076,350.1711348321,SFD,debris,UB4c,11,NA,NA,NA,935/602,74,2015-05-11,Lithic
935.0586763001,602.4869427784,350.1903161598,SFC,debris,UB5a,1,NA,NA,NA,935/602,80,2015-05-12,Lithic
935.5920335269,603.4215887466,350.4840919024,SFD,debris,UB4c,2,NA,NA,NA,935/603,19,2014-10-08,Lithic
935.8325913163,603.362338984,350.5002326944,SFD,debris,UB4c,2,NA,NA,NA,935/603,19,2014-10-08,Lithic
935.7111191573,603.3853694707,350.4867386913,SFD,debris,UB4c,2,NA,NA,NA,935/603,19,2014-10-08,Lithic
935.329932738,603.3663925339,350.5116610223,SFC,debris,UB4c,3,NA,NA,NA,935/603,23,2014-10-08,Lithic
935.071071056,603.3882517244,350.5124484052,SFC,debris,UB4c,3,NA,NA,NA,935/603,23,2014-10-08,Lithic
935.3538398123,603.3548642197,350.4486222257,SFC,debris,UB4c,4,NA,NA,NA,935/603,28,2014-10-09,Lithic
935.0422143769,603.4558996233,350.4484679929,SFC,debris,UB4c,4,NA,NA,NA,935/603,28,2014-10-09,Lithic
935.1151874791,603.9104303118,350.450971997,SFA,debris,UB4c,4,NA,NA,NA,935/603,33,2014-10-10,Lithic
935.1414808638,603.9673365554,350.3907668945,SFA,debris,UB4c,5,NA,NA,NA,935/603,35,2014-10-15,Lithic
935.1004828573,603.914516046,350.3146486962,SFA,debris,UB4c,6,NA,NA,NA,935/603,43,2014-10-16,Lithic
935.1423772289,603.6401561239,350.3616731171,SFA,debris,UB4c,6,NA,NA,NA,935/603,43,2014-10-16,Lithic
935.5524560113,603.8776031158,350.3110444662,SFB,debris,UB4c,3,NA,NA,NA,935/603,45,2014-10-16,Lithic
935.2330490068,603.7932938016,350.3152680654,SFB,debris,UB4c,3,NA,NA,NA,935/603,45,2014-10-16,Lithic
935.8706632788,603.3390262562,350.3303446341,SFD,debris,UB4c,5,NA,NA,NA,935/603,47,2014-10-17,Lithic
935.4741530066,603.3849109819,350.369564685,SFD,debris,UB4c,5,NA,NA,NA,935/603,47,2014-10-17,Lithic
935.461,603.397,350.359,LI,debitage,UB4c,6,NA,NA,NA,935/603,48,2014-10-17,Lithic
935.135,603.389,350.326,LI,debitage,UB4c,6,NA,NA,NA,935/603,51,2014-10-17,Lithic
934.9537838859,603.1438480202,350.3307478021,SFC,debris,UB4c,6,NA,NA,NA,935/603,52,2014-10-17,Lithic
935.2856342977,603.2640073781,350.3462666337,SFC,debris,UB4c,6,NA,NA,NA,935/603,52,2014-10-17,Lithic
934.994517119,603.7738466352,350.2905571948,SFA,debris,UB4c,7,NA,NA,NA,935/603,55,2014-10-20,Lithic
935.4446301207,603.7158511867,350.3025036485,SFA,debris,UB4c,7,NA,NA,NA,935/603,55,2014-10-20,Lithic
935.227384889,603.5911080809,350.300995659,SFA,debris,UB4c,7,NA,NA,NA,935/603,55,2014-10-20,Lithic
934.9722856772,603.7498793988,350.3116615495,SFA,debitage,UB4c,7,NA,NA,NA,935/603,55,2014-10-20,Lithic
935.2050775238,603.0319784312,350.3168353094,SFC,debris,UB4c,7,NA,NA,NA,935/603,56,2014-10-20,Lithic
935.1833654126,603.1713408877,350.1796418174,SFC,debris,UB4c,9,NA,NA,NA,935/603,61,2014-10-21,Lithic
934.9816024279,603.076335184,350.1049791019,SFC,debris,UB4c,10,NA,NA,NA,935/603,70,2014-10-30,Lithic
935.673330958,603.7806630535,350.1149812345,SF,debris,UB4c,NA,NA,NA,NA,935/603,77,2015-05-19,Lithic
935.7127284871,603.9253604134,350.0552516775,SF,debris,UB4c,NA,NA,NA,NA,935/603,78,2015-05-19,Lithic
935.5517801754,603.951089564,350.0667907731,SF,tool,UB4c,NA,NA,NA,NA,935/603,78,2015-05-19,Lithic
935.623535754,603.6636325453,350.0825230574,SF,debris,UB4c,NA,NA,NA,NA,935/603,78,2015-05-19,Lithic
935.7749324484,603.7557976972,350.1017959577,SF,debris,UB4c,NA,NA,NA,NA,935/603,79,2015-05-19,Lithic
935.576,603.949,350.096,LI,debris,UB4c,NA,10,9,2,935/603,80,2015-05-19,Lithic
935.2073174522,603.745425883,349.9493872727,SFAC,bone technology,UB5b/c,1,NA,NA,NA,935/603,90,2015-05-22,Bone technology
935.1519183447,603.6934288124,349.9437822528,SFAC,debris,UB5b/c,1,NA,NA,NA,935/603,90,2015-05-22,Lithic
935.756,603.685,349.365,LI,tool,UB6,NA,NA,NA,NA,935/603,97,2015-05-28,Lithic
935.1408081143,604.09830201,350.3953932866,SFC,debris,UB4c,2,NA,NA,NA,935/604,26,2014-10-07,Lithic
935.2198136228,604.7099653552,350.3589987642,SFA,debris,UB4c,3,NA,NA,NA,935/604,28,2014-10-07,Lithic
935.7682668463,604.5636759802,350.3923363321,SFD,debris,UB4c,3,NA,NA,NA,935/604,31,2014-10-08,Lithic
935.4162884518,604.8616875766,350.4065864164,SFB,debris,UB4c,3,NA,NA,NA,935/604,33,2014-10-08,Lithic
935.52,604.823,350.346,LI,debitage,UB4c,4,NA,NA,NA,935/604,37,2014-10-08,Lithic
935.6042295857,604.7680016099,350.3350926373,SFB,debris,UB4c,4,NA,NA,NA,935/604,39,2014-10-08,Lithic
935.0346234679,604.3104031237,350.3450970359,SFC,debris,UB4c,3,NA,NA,NA,935/604,40,2014-10-08,Lithic
935.049353032,604.3676744869,350.3380336458,SFC,debris,UB4c,3,NA,NA,NA,935/604,40,2014-10-08,Lithic
935.2688419428,604.483072326,350.3445234813,SFA,debris,UB4c,5,NA,NA,NA,935/604,45,2014-10-09,Lithic
935.4422411467,604.7259703095,350.3054103459,SFA,debris,UB4c,5,NA,NA,NA,935/604,45,2014-10-09,Lithic
935.3001241238,604.2939954428,350.2908962294,SFC,debris,UB4c,5,NA,NA,NA,935/604,54,2014-10-10,Lithic
935.3584448179,604.8981660232,350.3017742525,SFA,debris,UB4c,6,NA,NA,NA,935/604,58,2014-10-14,Lithic
935.298,604.436,350.222,LI,debris,UB5a,1,NA,NA,NA,935/604,62,2014-10-27,Lithic
935.139,604.935,350.227,LI,debitage,UB5a,1,NA,NA,NA,935/604,64,2014-10-27,Lithic
935.2045014292,604.9569889157,350.2194898532,SFA,debitage,UB5a,1,NA,NA,NA,935/604,65,2014-10-27,Lithic
935.2173485016,604.2259608462,350.2262645768,SFC,debris,UB5a,1,NA,NA,NA,935/604,66,2014-10-27,Lithic
935.1550606605,604.404190918,350.2398180144,SFC,debris,UB5a,1,NA,NA,NA,935/604,66,2014-10-27,Lithic
935.0381625749,604.4537800865,350.207485603,SFC,debris,UB5a,1,NA,NA,NA,935/604,66,2014-10-27,Lithic
935.2162939547,604.1392312788,350.230534402,SFC,debris,UB5a,1,NA,NA,NA,935/604,66,2014-10-27,Lithic
935.1826609957,604.4684110626,350.0884198222,SFC,debris,UB5a,3,NA,NA,NA,935/604,76,2014-10-30,Lithic
935.7673556529,604.039750512,350.0043927616,SF,debris,UB5a,NA,NA,NA,NA,935/604,87,2015-05-22,Lithic
935.423,605.87,350.495,LI,tool,UB4c,NA,NA,NA,NA,935/605,1,2013-10-26,Lithic
935.741,609.144,350.561,LI,debitage,UB4c,NA,NA,NA,NA,935/609,1,2013-10-26,Lithic
936.664,609.318,350.066,LI,debris,UB4c,NA,NA,NA,NA,936/609,2,2014-10-23,Lithic
931.325,610.485,351.333,KN,KN,,NA,NA,NA,NA,931/610,1,2015-04-29,Fauna
932.9293150108,595.8938934526,350.6163129643,SFB,KN,UB4c,5,NA,NA,NA,932/595,31,2016-03-29,Fauna
932.28,595.293,350.634,KN,KN,UB4c,5,64,18,13,932/595,32,2016-03-29,Fauna
932.885,595.162,350.591,KN,KN,UB4c,6,39,24,2,932/595,40,2016-03-30,Fauna
932.725,595.88,350.437,KN,KN,UB4c,8,36,20,8,932/595,54,2016-03-31,Fauna
932.229,595.483,350.472,KN,KN,UB4c,8,45,14,3,932/595,57,2016-03-31,Fauna
932.831,595.028,350.47,KN,KN,UB4c,8,46,23,6,932/595,60,2016-03-31,Fauna
932.629,595.935,350.361,KN,KN,UB4c,9,177,23,10,932/595,65,2016-04-01,Fauna
932.684,595.916,350.403,KN,KN,UB4c,9,25,20,6,932/595,66,2016-04-01,Fauna
932.291,595.575,350.353,KN,KN,UB5a,1,NA,NA,NA,932/595,71,2016-04-04,Fauna
932.262,595.917,350.369,KN,KN,UB4c,9,35,15,4,932/595,73,2016-04-05,Fauna
932.439,595.781,350.3,KN,KN,UB4c,10,25,15,7,932/595,81,2016-04-07,Fauna
932.522,595.802,350.289,KN,KN,UB5a,1,27,16,7,932/595,82,2016-04-07,Fauna
932.166,595.599,350.337,KN,KN,UB5a,1,230,100,20,932/595,88,2016-04-13,Fauna
932.621,596.542,350.824,KN,KN,UB4c,1,30,14,5,932/596,12,2016-03-26,Fauna
932.597,596.172,350.715,MF,MF,UB4c,3,NA,NA,NA,932/596,25,2016-03-31,Fauna
932.272,596.159,350.575,KN,KN,UB4c,5,39,10,5,932/596,38,2016-04-05,Fauna
932.8907514332,596.1881269247,350.491875886,SFD,KN,UB4c,6,NA,NA,NA,932/596,46,2016-04-08,Fauna
932.37,596.549,350.418,ZN,ZN,UB4c,7,28,9,6,932/596,49,2016-04-08,Fauna
932.3523758413,596.2447492972,350.3441249353,SFC,KN,UB4c,8,NA,NA,NA,932/596,58,2016-04-09,Fauna
932.503,596.325,350.363,KN,KN,UB4c,8,28,7,4,932/596,59,2016-04-09,Fauna
932.752,596.331,350.348,KN,KN,UB4c,8,55,46,35,932/596,60,2016-04-11,Fauna
932.233,596.809,350.261,KN,KN,UB4c,9,160,38,32,932/596,68,2016-04-11,Fauna
932.3037360233,596.7629406865,350.2708238188,SFA,KN,UB4c,9,NA,NA,NA,932/596,69,2016-04-11,Fauna
932.3939606794,596.7099776375,350.2822975545,SFA,KN,UB4c,9,NA,NA,NA,932/596,69,2016-04-11,Fauna
932.478,596.965,350.278,KN,KN,UB4c,9,69,12,9,932/596,79,2016-04-14,Fauna
932.895,597.386,350.614,KN,KN,UB4c,4,20,13,3,932/597,28,2016-04-01,Fauna
932.431,597.892,350.462,KN,KN,UB4c,6,20,15,9,932/597,39,2016-04-08,Fauna
932.344,597.814,350.46,KN,KN,UB4c,6,17,14,13,932/597,40,2016-04-08,Fauna
932.117,597.521,350.458,KN,KN,UB4c,6,22,16,2,932/597,43,2016-04-08,Fauna
932.378,597.313,350.499,KN,KN,UB4c,6,47,35,6,932/597,44,2016-04-08,Fauna
932.833,597.687,350.45,KN,KN,UB4c,7,28,26,NA,932/597,47,2016-04-11,Fauna
932.666,597.418,350.373,KN,KN,UB4c,8,42,25,4,932/597,55,2016-04-12,Fauna
932.828,597.396,350.336,KN,KN,UB4c,9,45,18,2,932/597,61,2016-04-13,Fauna
932.061,598.205,350.666,KN,KN,UB4c,2,27,4,4,932/598,20,2016-03-28,Fauna
932.231,598.57,350.563,KN,KN,UB4c,3,25,14,7,932/598,28,2016-03-30,Fauna
932.31,598.833,350.356,KN,KN,UB4c/UB5a,7,120,37,25,932/598,51,2016-04-08,Fauna
932.31,598.833,350.356,KN,ZN,UB4c/UB5a,7,120,37,25,932/598,51,2016-04-08,Fauna
932.62,598.246,350.446,KN,KN,UB4c,6,57,18,14,932/598,53,2016-04-08,Fauna
932.367,598.362,350.432,KN,KN,UB4c,6,115,80,NA,932/598,55,2016-04-09,Fauna
932.0257054993,598.9905338345,350.3768440984,SFA,KN,UB4c,7,NA,NA,NA,932/598,62,2016-04-11,Fauna
932.779,598.523,350.322,KN,KN,UB4c,8,70,15,NA,932/598,72,2016-04-12,Fauna
932.756,598.287,350.289,KN,KN,UB4c,9,58,33,9,932/598,78,2016-04-13,Fauna
932.118345474,599.0541899853,350.7281478596,SFC,ZN,UB4c,1,NA,NA,NA,932/599,6,2015-05-27,Fauna
932.4824418911,599.9177971894,350.6672876965,SFA,KN,UB4c,2,NA,NA,NA,932/599,9,2015-05-28,Fauna
932.109,599.861,350.615,KN,KN,UB4c,3,26,12,1,932/599,16,2015-05-29,Fauna
932.998,599.178,350.52,KN,KN,UB4c,5,64,33,8,932/599,24,2015-05-29,Fauna
932.693,599.07,350.519,KN,KN,UB4c,5,45,40,6,932/599,27,2015-05-30,Fauna
932.7123814867,599.0452161579,350.5320564669,SFD,KN,UB4c,5,NA,NA,NA,932/599,34,2015-06-01,Fauna
932.666,599.744,350.417,KN,KN,UB4c,7,15,6,5,932/599,42,2015-06-02,Fauna
932.881,599.569,350.391,ZN,ZN,UB4c,7,26,17,12,932/599,47,2015-06-02,Fauna
932.4203632854,599.6426608464,350.3593723817,SFA,KN,UB4c,8,NA,NA,NA,932/599,55,2015-06-03,Fauna
932.204,599.187,350.377,KN,KN,UB4c,8,47,24,5,932/599,60,2015-06-03,Fauna
932.995,599.92,350.308,KN,KN,UB4c,9,21,10,4,932/599,62,2015-06-03,Fauna
932.764,599.755,350.345,KN,KN,UB4c,9,35,20,13,932/599,63,2015-06-03,Fauna
932.109,599.734,350.359,KN,KN,UB4c,9,190,50,10,932/599,64,2015-06-03,Fauna
932.093,600.491,350.53,KN,KN,UB4c,4,45,40,2,932/600,21,2015-05-26,Fauna
932.4119422776,600.1543174572,350.4975994988,SFC,ZN,UB4c,5,NA,NA,NA,932/600,30,2015-05-26,Fauna
932.613,600.466,350.368,KN,KN,UB4c,7,NA,NA,NA,932/600,43,2015-05-29,Fauna
932.862,600.215,350.334,KN,KN,UB4c,8,82,38,3,932/600,47,2015-05-29,Fauna
932.332,600.674,350.331,KN,KN,UB4c,8,52,15,1,932/600,50,2015-05-29,Fauna
932.363,600.767,350.272,KN,KN,UB4c,9,46,30,11,932/600,58,2015-06-01,Fauna
932.248,600.852,350.298,KN,KN,UB4c,9,35,11,15,932/600,59,2015-06-01,Fauna
932.455,600.175,350.312,KN,KN,UB4c,9,35,17,12,932/600,60,2015-06-01,Fauna
932.619,600.159,350.304,KN,KN,UB4c,9,68,29,6,932/600,61,2015-06-01,Fauna
932.129,601.301,350.568,KN,KN,UB4c,3,20,18,7,932/601,15,2015-05-26,Fauna
932.24722739,601.1997492792,350.4498071369,SFC,KN,UB4c,5,NA,NA,NA,932/601,27,2015-05-27,Fauna
932.053,601.397,350.394,ZN,ZN,UB4c,6,30,10,2,932/601,33,2015-05-28,Fauna
932.713,601.646,350.347,ZN,ZN,UB4c,7,40,25,2,932/601,36,2015-05-29,Fauna
932.379,601.334,350.329,KN,KN,UB4c,7,32,23,8,932/601,38,2015-05-29,Fauna
932.138,601.046,350.334,KN,KN,UB4c,7,49,30,2,932/601,39,2015-05-29,Fauna
932.548,601.308,350.32,KN,KN,UB4c,7,33,27,21,932/601,40,2015-05-29,Fauna
932.4829640388,601.6622357359,350.3729962491,SFA,KN,UB4c,7,NA,NA,NA,932/601,41,2015-05-29,Fauna
932.6099187039,601.1273995414,350.3580084223,SFD,ZN,UB4c,7,NA,NA,NA,932/601,44,2015-05-29,Fauna
932.752,601.991,350.352,KN,KN,UB4c,7,27,14,3,932/601,45,2015-05-29,Fauna
932.203,601.582,350.3,MF,MF,UB4c,8,19,10,10,932/601,47,2015-06-01,Fauna
932.538,601.442,350.275,KN,KN,UB4c,8,49,25,11,932/601,48,2015-06-01,Fauna
932.5751947322,601.2509424261,350.3222874684,SFD,KN,UB4c,8,NA,NA,NA,932/601,53,2015-06-01,Fauna
932.218,601.347,350.26,KN,KN,UB4c,9,95,18,15,932/601,57,2015-06-02,Fauna
932.2912204928,602.0906184306,350.6096998852,SFC,MF,UB4c,1,NA,NA,NA,932/602,12,2015-05-25,Fauna
932.662,602.686,350.423,KN,KN,UB4c,5,40,NA,NA,932/602,30,2015-05-28,Fauna
932.687,602.877,350.398,KN,KN,UB4c,5,30,10,15,932/602,31,2015-05-28,Fauna
932.346,602.081,350.371,KN,KN,UB4c,6,29,6,4,932/602,38,2015-05-29,Fauna
932.524,603.044,350.549,KN,KN,UB4c,1,32,NA,NA,932/603,3,2013-11-12,Fauna
932.6846976111,603.468035594,350.4942248938,SF,KN,UB4c,2,NA,NA,NA,932/603,4,2013-11-13,Fauna
932.168,603.341,350.477,KN,KN,UB4c,3,NA,NA,NA,932/603,6,2013-11-14,Fauna
932.942,603.427,350.429,KN,KN,UB4c,3,63,NA,NA,932/603,7,2013-11-14,Fauna
932.556,603.013,350.422,KN,KN,UB4c,4,155,NA,NA,932/603,10,2013-11-15,Fauna
932.4268339409,603.5239861801,350.3889760099,SF,ZN,UB4c,4,NA,NA,NA,932/603,11,2013-11-15,Fauna
932.141,603.437,350.333,ZN,ZN,UB4c,5,27,NA,NA,932/603,13,2013-11-15,Fauna
932.166,603.545,350.307,KN,KN,UB4c,5,40,NA,NA,932/603,15,2013-11-16,Fauna
932.6599019012,603.6628233922,350.3136108058,SF,KN,UB5a,1,NA,NA,NA,932/603,18,2013-11-16,Fauna
932.372,604.65,350.458,KN,KN,UB4c,2,20,18,10,932/604,14,2015-05-11,Fauna
932.5178364949,604.8654214054,350.4667231294,SFB,ZN,UB4c,2,NA,NA,NA,932/604,16,2015-05-12,Fauna
932.294,604.811,350.357,KN,KN,UB4c,2,68,17,6,932/604,45,2015-05-18,Fauna
932.233,610.542,351.335,KN,KN,,NA,NA,NA,NA,932/610,1,2015-04-29,Fauna
933.118,594.124,351.059,KN,KN,,NA,NA,NA,NA,933/594,5,2015-04-28,Fauna
933.792,594.044,351.025,KN,KN,,NA,NA,NA,NA,933/594,6,2015-04-28,Fauna
933.751,594.115,350.991,KN,KN,UB3c,1,NA,NA,NA,933/594,7,2015-04-29,Fauna
933.6583085806,594.5532341149,350.9894826673,SFB,MF,UB3c,1,NA,NA,NA,933/594,9,2015-04-29,Fauna
932.9813318016,594.419804825,350.9872860543,SFC,MF,UB3c,1,NA,NA,NA,933/594,10,2015-04-29,Fauna
933.9185827774,594.7177012917,350.9042525374,SFB,KN,UB3c,2,NA,NA,NA,933/594,15,2015-04-30,Fauna
933.9275511854,594.3354431362,350.9024439857,SFD,MF,UB3c,2,NA,NA,NA,933/594,17,2015-04-30,Fauna
