,unit,area.x,edm_id,edm_suffix,x,y,z,edm_best,geo,geo_takis,spit,surface,exc,dip,orient,dip_comp,orient_comp,length,width,thickness,comment,date,time,geom,geo_description
5380,933/597,B,52,50,933.412,597.534,350.327,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:02:35,,
5381,933/597,B,52,22,933.517,598.047,350.399,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:00:01,,
5382,933/597,B,52,106,933.28,597.263,350.288,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:08:01,,
5384,933/597,B,52,39,933.043,597.981,350.27,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:01:49,,
5385,933/597,B,52,54,933.644,597.416,350.456,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:02:49,,
5386,933/597,B,52,53,933.69,597.361,350.452,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:02:46,,
5388,933/597,B,52,15,933.643,597.851,350.353,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,10:59:26,,
5389,933/597,B,52,45,933.201,597.656,350.342,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:02:10,,
5390,933/597,B,52,58,933.659,597.421,350.477,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:03:05,,
5391,933/597,B,52,18,933.892,597.781,350.374,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,10:59:34,,
5392,933/597,B,52,98,932.998,597.149,350.285,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:07:27,,
5393,933/597,B,52,62,933.881,597.496,350.449,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:03:19,,
5394,933/597,B,52,89,933.484,597.047,350.367,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:06:48,,
5395,933/597,B,52,104,933.188,597.409,350.287,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:07:52,,
5396,933/597,B,52,79,933.831,597.107,350.355,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:06:07,,
5397,933/597,B,52,8,933.692,597.92,350.426,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,10:59:03,,
5400,933/597,B,52,94,933.226,596.752,350.394,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:07:09,,
5402,933/597,B,52,0,933.945,597.953,350.434,OF,UB5a,UB5a,1,natural,LS,,,,,,,,Start Spit 1,2016-04-13,10:57:41,,
5404,933/597,B,52,70,933.888,597.52,350.321,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:04:48,,
5405,933/597,B,52,34,933.275,597.989,350.307,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:00:58,,
5406,933/597,B,52,20,933.954,597.791,350.368,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,10:59:41,,
5407,933/597,B,52,21,933.487,597.995,350.373,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,10:59:56,,
5408,933/597,B,52,90,933.373,596.892,350.36,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:06:52,,
5410,933/597,B,52,38,933.05,598.021,350.272,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:01:42,,
5411,933/597,B,52,92,933.315,596.803,350.365,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:07:01,,
5412,933/597,B,52,93,933.317,596.91,350.357,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:07:05,,
5413,933/597,B,52,74,933.942,597.263,350.346,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:05:44,,
5414,933/597,B,52,14,933.602,597.992,350.359,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,10:59:23,,
5416,933/597,B,52,16,933.718,597.835,350.35,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,10:59:28,,
5417,933/597,B,52,85,933.67,596.975,350.362,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:06:28,,
5418,933/597,B,52,1,933.889,597.964,350.417,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,10:58:36,,
5419,933/597,B,52,87,933.628,596.907,350.358,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:06:37,,
5420,933/597,B,52,49,933.294,597.533,350.325,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:02:32,,
5421,933/597,B,52,103,933.174,597.429,350.299,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:07:45,,
5422,933/597,B,52,102,933.041,597.46,350.299,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:07:39,,
5423,933/597,B,52,7,933.687,597.914,350.449,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,10:59:00,,
5424,933/597,B,52,76,933.932,596.996,350.345,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:05:53,,
5425,933/597,B,52,77,933.863,597.007,350.335,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:06:00,,
5428,933/597,B,52,12,933.635,597.968,350.416,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,10:59:17,,
5429,933/597,B,52,95,933.267,596.885,350.362,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:07:13,,
5430,933/597,B,52,17,933.805,597.782,350.361,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,10:59:31,,
5431,933/597,B,52,97,932.965,597.005,350.302,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:07:20,,
5432,933/597,B,52,96,933.185,596.975,350.325,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:07:16,,
5433,933/597,B,52,99,933.017,597.234,350.301,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:07:30,,
5435,933/597,B,52,37,933.198,598.108,350.233,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:01:17,,
5437,933/597,B,52,6,933.676,597.938,350.473,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,10:58:55,,
5438,933/597,B,52,9,933.728,597.893,350.394,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,10:59:07,,
5440,933/597,B,52,73,933.934,597.326,350.351,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:05:31,,
5442,933/597,B,52,10,933.645,597.929,350.381,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,10:59:10,,
5443,933/597,B,52,56,933.576,597.537,350.413,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:02:55,,
5444,933/597,B,52,111,933.429,597.522,350.328,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:08:34,,
5445,933/597,B,52,112,933.534,597.521,350.359,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:08:38,,
5446,933/597,B,52,35,933.264,598.028,350.28,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:01:01,,
5447,933/597,B,52,101,933.066,597.455,350.3,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:07:36,,
5448,933/597,B,52,88,933.464,596.863,350.365,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:06:41,,
5450,933/597,B,52,78,933.773,597.001,350.358,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:06:04,,
5451,933/597,B,52,75,933.945,597.096,350.349,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:05:50,,
5452,933/597,B,52,13,933.609,597.961,350.383,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,10:59:20,,
5454,933/597,B,52,57,933.567,597.509,350.473,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:03:00,,
5457,933/597,B,52,100,933.042,597.343,350.297,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:07:33,,
5458,933/597,B,52,36,933.223,598.09,350.237,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:01:07,,
5459,933/597,B,52,5,933.702,597.937,350.468,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,10:58:51,,
5461,933/597,B,52,71,933.825,597.473,350.396,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:04:52,,
5462,933/597,B,52,11,933.636,598.004,350.397,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,10:59:13,,
5463,933/597,B,52,72,933.948,597.446,350.291,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,11:05:10,,
5464,933/597,B,52,4,933.743,597.929,350.461,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,10:58:47,,
5465,933/597,B,52,3,933.802,597.981,350.417,OF,UB5a,UB5a,1,natural,LS,,, ,,,,,Start Spit 1,2016-04-13,10:58:44,,
5749,933/598,B,76,17,933.181,598.347,350.283,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:00:26,,
5750,933/598,B,76,15,933.293,598.241,350.247,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:00:18,,
5751,933/598,B,76,59,933.963,598.827,350.31,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:04:25,,
5752,933/598,B,76,60,933.935,598.643,350.289,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:04:29,,
5753,933/598,B,76,16,933.169,598.274,350.251,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:00:21,,
5754,933/598,B,76,68,933.961,598.382,350.26,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:05:26,,
5755,933/598,B,76,43,933.676,597.926,350.466,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:03:03,,
5756,933/598,B,76,57,933.895,598.954,350.319,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:04:15,,
5757,933/598,B,76,3,933.022,598.696,350.297,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,12:58:51,,
5758,933/598,B,76,55,933.61,598.914,350.417,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:04:07,,
5759,933/598,B,76,30,933.317,598.598,350.337,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:02:09,,
5760,933/598,B,76,9,933.052,598.347,350.245,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,12:59:46,,
5761,933/598,B,76,58,933.938,598.955,350.318,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:04:19,,
5763,933/598,B,76,33,933.403,598.388,350.39,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:02:23,,
5764,933/598,B,76,25,933.384,598.943,350.372,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:01:43,,
5765,933/598,B,76,31,933.285,598.455,350.382,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:02:12,,
5766,933/598,B,76,56,933.822,598.918,350.37,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:04:12,,
5767,933/598,B,76,48,933.892,597.974,350.423,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:03:24,,
5768,933/598,B,76,11,933.035,598.084,350.276,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,12:59:54,,
5769,933/598,B,76,8,933.032,598.468,350.237,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,12:59:38,,
5770,933/598,B,76,32,933.397,598.426,350.394,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:02:18,,
5771,933/598,B,76,13,933.233,598.101,350.236,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:00:11,,
5772,933/598,B,76,0,933.06,598.934,350.312,OF,UB5a,UB5a,1,natural,DV,,,,,,,,Start Spit 1,2016-04-13,12:57:49,,
5774,933/598,B,76,22,933.28,598.928,350.312,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:01:16,,
5775,933/598,B,76,69,933.995,598.114,350.308,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:05:55,,
5776,933/598,B,76,70,933.504,597.964,350.364,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:06:14,,
5777,933/598,B,76,34,933.47,598.292,350.398,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:02:28,,
5778,933/598,B,76,10,933.06,598.212,350.237,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,12:59:50,,
5780,933/598,B,76,18,933.225,598.369,350.312,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:00:31,,
5781,933/598,B,76,7,933.063,598.564,350.247,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,12:59:29,,
5783,933/598,B,76,14,933.276,598.163,350.261,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:00:15,,
5785,933/598,B,76,54,933.692,598.942,350.432,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:04:02,,
5787,933/598,B,76,42,933.679,597.938,350.41,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:03:00,,
5788,933/598,B,76,4,933.072,598.65,350.285,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,12:58:55,,
5789,933/598,B,76,21,933.204,598.359,350.287,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:00:47,,
5793,933/598,B,76,36,933.539,598.116,350.418,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:02:35,,
5797,933/598,B,76,12,933.173,598.138,350.229,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:00:08,,
5798,933/598,B,76,29,933.341,598.622,350.355,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:02:05,,
5799,933/598,B,76,23,933.168,598.944,350.315,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:01:24,,
5800,933/598,B,76,67,933.728,598.438,350.297,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:05:11,,
5801,933/598,B,76,26,933.447,598.786,350.387,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:01:52,,
5802,933/598,B,76,1,933.046,598.857,350.297,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,12:58:43,,
5805,933/598,B,76,6,933.052,598.505,350.232,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,12:59:24,,
5806,933/598,B,76,5,933.03,598.584,350.262,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,12:59:19,,
5807,933/598,B,76,47,933.83,598.002,350.42,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:03:21,,
5808,933/598,B,76,45,933.68,597.934,350.471,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:03:13,,
5809,933/598,B,76,50,933.531,598.492,350.358,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:03:36,,
5810,933/598,B,76,51,933.533,598.623,350.378,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:03:47,,
5811,933/598,B,76,41,933.518,597.901,350.363,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:02:54,,
5812,933/598,B,76,40,933.556,598.027,350.375,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:02:51,,
5816,933/598,B,76,61,933.823,598.899,350.317,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:04:36,,
5817,933/598,B,76,2,933.036,598.791,350.3,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,12:58:46,,
5821,933/598,B,76,62,933.747,598.825,350.353,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:04:38,,
5822,933/598,B,76,19,933.216,598.5,350.268,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:00:35,,
5823,933/598,B,76,28,933.406,598.623,350.367,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:01:59,,
5825,933/598,B,76,52,933.572,598.772,350.414,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:03:52,,
5826,933/598,B,76,53,933.636,598.74,350.419,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:03:58,,
5827,933/598,B,76,20,933.265,598.643,350.282,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:00:38,,
5829,933/598,B,76,35,933.485,598.226,350.399,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:02:31,,
5831,933/598,B,76,44,933.745,597.891,350.424,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:03:07,,
5838,933/598,B,76,24,933.366,598.881,350.312,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:01:38,,
5839,933/598,B,76,27,933.427,598.702,350.379,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:01:55,,
5840,933/598,B,76,39,933.609,597.987,350.383,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:02:47,,
5841,933/598,B,76,49,933.575,598.145,350.418,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:03:28,,
5843,933/598,B,76,46,933.763,597.93,350.461,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:03:18,,
5844,933/598,B,76,66,933.735,598.463,350.317,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:05:08,,
5845,933/598,B,76,64,933.8,598.527,350.376,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:04:46,,
5846,933/598,B,76,38,933.65,598.087,350.393,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:02:44,,
5847,933/598,B,76,65,933.739,598.479,350.331,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:04:58,,
5848,933/598,B,76,63,933.767,598.763,350.326,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:04:42,,
5851,933/598,B,76,37,933.598,598.103,350.422,OF,UB5a,UB5a,1,natural,DV,,, ,,,,,Start Spit 1,2016-04-13,13:02:39,,
6152,933/599,B,58,15,933.467,599.015,350.36,OFCD,2,UB5a,1,,LP,,, ,,,,,Start Spit 1,2015-05-26,10:24:32,,Homogeneous clay
6153,933/599,B,58,5,933.628,599.359,350.356,OFCD,2,UB5a,1,,LP,,, ,,,,,Start Spit 1,2015-05-26,10:22:23,,Homogeneous clay
6154,933/599,B,58,11,933.005,599.312,350.354,OFCD,2,UB5a,1,,LP,,, ,,,,,Start Spit 1,2015-05-26,10:23:16,,Homogeneous clay
6157,933/599,B,58,1,933.183,599.408,350.362,OFCD,2,UB5a,1,,LP,,, ,,,,,Start Spit 1,2015-05-26,10:21:35,,Homogeneous clay
6158,933/599,B,58,9,933.867,599.056,350.359,OFCD,2,UB5a,1,,LP,,, ,,,,,Start Spit 1,2015-05-26,10:22:56,,Homogeneous clay
6160,933/599,B,58,10,933.915,599.004,350.359,OFCD,2,UB5a,1,,LP,,, ,,,,,Start Spit 1,2015-05-26,10:23:03,,Homogeneous clay
6161,933/599,B,58,0,933.188,599.522,350.364,OFCD,2,UB5a,1,,LP,,,,,,,,Start Spit 1,2015-05-26,10:21:04,,Homogeneous clay
6162,933/599,B,58,4,933.596,599.123,350.362,OFCD,2,UB5a,1,,LP,,, ,,,,,Start Spit 1,2015-05-26,10:22:11,,Homogeneous clay
6163,933/599,B,58,2,933.442,599.243,350.354,OFCD,2,UB5a,1,,LP,,, ,,,,,Start Spit 1,2015-05-26,10:21:48,,Homogeneous clay
6164,933/599,B,58,14,933.315,599.061,350.355,OFCD,2,UB5a,1,,LP,,, ,,,,,Start Spit 1,2015-05-26,10:24:11,,Homogeneous clay
6166,933/599,B,58,8,933.766,599.072,350.361,OFCD,2,UB5a,1,,LP,,, ,,,,,Start Spit 1,2015-05-26,10:22:49,,Homogeneous clay
6168,933/599,B,58,7,933.728,599.122,350.359,OFCD,2,UB5a,1,,LP,,, ,,,,,Start Spit 1,2015-05-26,10:22:40,,Homogeneous clay
6170,933/599,B,58,13,933.138,599.084,350.358,OFCD,2,UB5a,1,,LP,,, ,,,,,Start Spit 1,2015-05-26,10:23:56,,Homogeneous clay
6172,933/599,B,58,3,933.514,599.132,350.355,OFCD,2,UB5a,1,,LP,,, ,,,,,Start Spit 1,2015-05-26,10:22:01,,Homogeneous clay
6174,933/599,B,58,6,933.718,599.344,350.354,OFCD,2,UB5a,1,,LP,,, ,,,,,Start Spit 1,2015-05-26,10:22:31,,Homogeneous clay
6178,933/599,B,58,12,933.118,599.253,350.353,OFCD,2,UB5a,1,,LP,,, ,,,,,Start Spit 1,2015-05-26,10:23:35,,Homogeneous clay
6518,933/600,B,45,7,933.33,600.606,350.436,OF,2,UB5a,1,,ER,,,,,,,,Start Spit 1,2015-05-08,10:09:26,,Homogeneous clay
6531,933/600,B,45,5,933.469,600.522,350.438,OF,2,UB5a,1,,ER,,,,,,,,Start Spit 1,2015-05-08,10:08:37,,Homogeneous clay
6532,933/600,B,45,6,933.412,600.569,350.436,OF,2,UB5a,1,,ER,,,,,,,,Start Spit 1,2015-05-08,10:09:02,,Homogeneous clay
6533,933/600,B,45,8,933.272,600.674,350.412,OF,2,UB5a,1,,ER,,,,,,,,Start Spit 1,2015-05-08,10:09:53,,Homogeneous clay
6544,933/600,B,45,4,933.529,600.556,350.433,OF,2,UB5a,1,,ER,,,,,,,,Start Spit 1,2015-05-08,10:08:17,,Homogeneous clay
6545,933/600,B,45,3,933.519,600.636,350.415,OF,2,UB5a,1,,ER,,,,,,,,Start Spit 1,2015-05-08,10:07:46,,Homogeneous clay
6554,933/600,B,45,0,933.336,600.759,350.434,OF,2,UB5a,1,,ER,,,,,,,,Start Spit 1,2015-05-08,10:06:23,,Homogeneous clay
6558,933/600,B,45,2,933.402,600.642,350.436,OF,2,UB5a,1,,ER,,,,,,,,Start Spit 1,2015-05-08,10:07:26,,Homogeneous clay
6576,933/600,B,45,1,933.373,600.695,350.437,OF,2,UB5a,1,,ER,,,,,,,,Start Spit 1,2015-05-08,10:07:01,,Homogeneous clay
6862,933/601,B,30,3,933.277,601.946,350.415,OF,2,UB5a,1,,AV,,, ,,,,,Start Spit 1,2015-05-13,10:46:56,,Homogeneous clay
6866,933/601,B,81,0,933.245,601.003,350.313,OF,2,UB5a,1,,AV,,,,,,,,Start Spit 1,2015-05-26,10:34:30,,Homogeneous clay
6868,933/601,B,81,1,933.109,601.1,350.351,OF,2,UB5a,1,,AV,,, ,,,,,Start Spit 1,2015-05-26,10:35:12,,Homogeneous clay
6872,933/601,B,30,2,933.253,601.814,350.377,OF,2,UB5a,1,,AV,,, ,,,,,Start Spit 1,2015-05-13,10:46:32,,Homogeneous clay
6885,933/601,B,30,1,933.059,601.778,350.418,OF,2,UB5a,1,,AV,,, ,,,,,Start Spit 1,2015-05-13,10:46:12,,Homogeneous clay
6900,933/601,B,81,3,933.231,601.422,350.435,OF,2,UB5a,1,,AV,,, ,,,,,Start Spit 1,2015-05-26,10:36:01,,Homogeneous clay
6901,933/601,B,81,2,933.094,601.496,350.345,OF,2,UB5a,1,,AV,,, ,,,,,Start Spit 1,2015-05-26,10:35:48,,Homogeneous clay
6903,933/601,B,30,0,933.043,601.974,350.435,OF,2,UB5a,1,,AV,,,,,,,,Start Spit 1,2015-05-13,10:45:15,,Homogeneous clay
7099,933/602,B,46,9,933.496,602.073,350.4,OF,2,UB5a,1,,AV,,, ,,,,,Start Spit 1,2015-05-13,11:06:50,,Homogeneous clay
7109,933/602,B,46,6,933.504,602.488,350.421,OF,2,UB5a,1,,AV,,, ,,,,,Start Spit 1,2015-05-13,11:05:08,,Homogeneous clay
7118,933/602,B,46,0,933.024,602.98,350.409,OF,2,UB5a,1,,AV,,,,,,,,Start Spit 1,2015-05-13,11:02:55,,Homogeneous clay
7121,933/602,B,46,8,933.036,602.025,350.432,OF,2,UB5a,1,,AV,,, ,,,,,Start Spit 1,2015-05-13,11:05:40,,Homogeneous clay
7122,933/602,B,46,5,933.102,602.507,350.396,OF,2,UB5a,1,,AV,,, ,,,,,Start Spit 1,2015-05-13,11:04:49,,Homogeneous clay
7130,933/602,B,46,7,933.985,602.512,350.388,OF,2,UB5a,1,,AV,,, ,,,,,Start Spit 1,2015-05-13,11:05:23,,Homogeneous clay
7133,933/602,B,46,2,933.466,602.88,350.415,OF,2,UB5a,1,,AV,,, ,,,,,Start Spit 1,2015-05-13,11:04:02,,Homogeneous clay
