area,unit,geo,edm_id,edm_suffix,x,y,z,edm_best,spit,surface,exc,dip,orient,dip_comp,orient_comp,length,width,thickness,comment,date,time,geo_takis,geo_description
A,941/676,6,45,2,941.925,676.923,349.278,OF,1,natural,IS,NA,NA,,NA,NA,NA,NA,Start Spit 1,2015-05-01,14:15:06,UA4,
A,941/676,6,45,3,941.016,676.497,349.34,OF,1,natural,IS,NA,NA,,NA,NA,NA,NA,Start Spit 1,2015-05-01,14:15:25,UA4,
A,941/677,6,49,7,941.473,676.943,349.267,OF,1,natural,IS,NA,NA, ,NA,NA,NA,NA,Start Spit 1,2015-05-20,11:17:53,UA4,
A,941/677,6,49,4,941.539,677.446,349.262,OF,1,natural,IS,NA,NA, ,NA,NA,NA,NA,Start Spit 1,2015-05-20,11:16:22,UA4,
A,941/677,6,49,5,941.976,677.41,349.25,OF,1,natural,IS,NA,NA, ,NA,NA,NA,NA,Start Spit 1,2015-05-20,11:16:45,UA4,
A,941/677,6,49,6,941.057,676.953,349.28,OF,1,natural,IS,NA,NA, ,NA,NA,NA,NA,Start Spit 1,2015-05-20,11:17:40,UA4,
A,941/677,6,49,8,941.918,676.938,349.261,OF,1,natural,IS,NA,NA, ,NA,NA,NA,NA,Start Spit 1,2015-05-20,11:18:12,UA4,
A,941/677,6,49,0,941.063,677.941,349.269,OF,1,natural,IS,NA,NA,,NA,NA,NA,NA,Start Spit 1,2015-05-20,11:13:44,UA4,
A,941/677,6,49,1,941.523,677.952,349.251,OF,1,natural,IS,NA,NA, ,NA,NA,NA,NA,Start Spit 1,2015-05-20,11:15:01,UA4,
A,941/677,6,49,2,941.983,677.96,349.261,OF,1,natural,IS,NA,NA, ,NA,NA,NA,NA,Start Spit 1,2015-05-20,11:15:28,UA4,
A,941/677,6,49,3,941.054,677.547,349.26,OF,1,natural,IS,NA,NA, ,NA,NA,NA,NA,Start Spit 1,2015-05-20,11:16:01,UA4,
A,942/673,6,23,0,942.046,673.973,349.289,OF,1,natural,EO,NA,NA,,NA,NA,NA,NA,Start Spit 1,2014-10-30,10:36:51,UA4,
A,942/673,6,23,1,942.629,673.89,349.257,OF,1,natural,EO,NA,NA,,NA,NA,NA,NA,Start Spit 1,2014-10-30,10:37:30,UA4,
A,942/673,6,23,2,942.045,673.517,349.283,OF,1,natural,EO,NA,NA,,NA,NA,NA,NA,Start Spit 1,2014-10-30,10:37:53,UA4,
A,942/673,6,23,3,942.621,673.454,349.263,OF,1,natural,EO,NA,NA,,NA,NA,NA,NA,Start Spit 1,2014-10-30,10:38:09,UA4,
A,942/673,6,23,4,942.038,672.996,349.301,OF,1,natural,EO,NA,NA,,NA,NA,NA,NA,Start Spit 1,2014-10-30,10:38:28,UA4,
A,942/673,6,23,5,942.539,672.981,349.29,OF,1,natural,EO,NA,NA,,NA,NA,NA,NA,Start Spit 1,2014-10-30,10:38:50,UA4,
A,942/674,7,44,1,942.517,674.793,349.184,OF,1,natural,GT,NA,NA,,NA,NA,NA,NA,Start Spit 1,2014-10-22,10:52:38,UA4,
A,942/674,7,44,2,942.728,674.422,349.207,OF,1,natural,GT,NA,NA,,NA,NA,NA,NA,Start Spit 1,2014-10-22,10:53:19,UA4,
A,942/674,7,44,3,942.674,674.015,349.203,OF,1,natural,GT,NA,NA,,NA,NA,NA,NA,Start Spit 1,2014-10-22,10:53:51,UA4,
A,942/674,7,44,4,942.07,674.034,349.219,OF,1,natural,GT,NA,NA,,NA,NA,NA,NA,Start Spit 1,2014-10-22,10:54:15,UA4,
A,942/674,7,44,5,942.05,674.626,349.194,OF,1,natural,GT,NA,NA,,NA,NA,NA,NA,Start Spit 1,2014-10-22,10:54:35,UA4,
A,942/674,7,44,6,942.308,674.535,349.184,OF,1,natural,GT,NA,NA,,NA,NA,NA,NA,Start Spit 1,2014-10-22,10:54:57,UA4,
A,942/674,7,44,0,942.05,674.919,349.207,OF,1,natural,GT,NA,NA,,NA,NA,NA,NA,Start Spit 1,2014-10-22,10:48:17,UA4,
A,942/676,6,31,6,941.929,676.15,349.243,OF,1,natural,AA,NA,NA, ,NA,NA,NA,NA,Start Spit 1,2016-03-31,12:28:07,UA4,
A,942/676,6,31,7,942.171,676.194,349.231,OF,1,natural,AA,NA,NA, ,NA,NA,NA,NA,Start Spit 1,2016-03-31,12:28:31,UA4,
A,942/676,6,31,8,942.615,676.438,349.203,OF,1,natural,AA,NA,NA, ,NA,NA,NA,NA,Start Spit 1,2016-03-31,12:28:56,UA4,
A,942/676,6,31,5,943.019,676.37,349.2,OF,1,natural,AA,NA,NA, ,NA,NA,NA,NA,Start Spit 1,2016-03-31,12:27:08,UA4,
A,942/676,6,31,9,942.84,676.218,349.201,OF,1,natural,AA,NA,NA, ,NA,NA,NA,NA,Start Spit 1,2016-03-31,12:29:19,UA4,
A,942/676,6,31,10,942.979,675.992,349.188,OF,1,natural,AA,NA,NA, ,NA,NA,NA,NA,Start Spit 1,2016-03-31,12:31:02,UA4,
A,942/676,6,31,0,942.003,676.967,349.219,OF,1,natural,AA,NA,NA,,NA,NA,NA,NA,Start Spit 1,2016-03-31,12:23:55,UA4,
A,942/676,6,31,1,942.584,676.922,349.205,OF,1,natural,AA,NA,NA, ,NA,NA,NA,NA,Start Spit 1,2016-03-31,12:24:37,UA4,
A,942/676,6,31,2,943.128,676.797,349.193,OF,1,natural,AA,NA,NA, ,NA,NA,NA,NA,Start Spit 1,2016-03-31,12:25:24,UA4,
A,942/676,6,31,3,941.985,676.518,349.241,OF,1,natural,AA,NA,NA, ,NA,NA,NA,NA,Start Spit 1,2016-03-31,12:25:54,UA4,
A,942/676,6,31,4,942.5,676.459,349.213,OF,1,natural,AA,NA,NA, ,NA,NA,NA,NA,Start Spit 1,2016-03-31,12:26:22,UA4,
A,942/677,6,58,6,941.971,677.025,349.2,OF,1,natural,GK,NA,NA, ,NA,NA,NA,NA,Start Spit 1,2016-04-02,09:48:36,UA4,
A,942/677,6,58,8,943.038,677.033,349.198,OF,1,natural,GK,NA,NA, ,NA,NA,NA,NA,Start Spit 1,2016-04-02,09:49:23,UA4,
A,942/677,6,58,5,943.143,677.348,349.183,OF,1,natural,GK,NA,NA, ,NA,NA,NA,NA,Start Spit 1,2016-04-02,09:48:09,UA4,
A,942/677,6,58,7,942.492,677.045,349.194,OF,1,natural,GK,NA,NA, ,NA,NA,NA,NA,Start Spit 1,2016-04-02,09:49:02,UA4,
A,942/677,6,58,0,942.03,677.906,349.171,OF,1,natural,GK,NA,NA,,NA,NA,NA,NA,Start Spit 1,2016-04-02,09:45:29,UA4,
A,942/677,6,58,1,942.537,677.869,349.187,OF,1,natural,GK,NA,NA, ,NA,NA,NA,NA,Start Spit 1,2016-04-02,09:46:08,UA4,
A,942/677,6,58,2,943.133,677.774,349.211,OF,1,natural,GK,NA,NA, ,NA,NA,NA,NA,Start Spit 1,2016-04-02,09:46:23,UA4,
A,942/677,6,58,3,942.021,677.424,349.193,OF,1,natural,GK,NA,NA, ,NA,NA,NA,NA,Start Spit 1,2016-04-02,09:47:10,UA4,
A,942/677,6,58,4,942.538,677.46,349.194,OF,1,natural,GK,NA,NA, ,NA,NA,NA,NA,Start Spit 1,2016-04-02,09:47:31,UA4,
